created,month_created,weeknum_created,day_created,id,applicant,job_title,stage_type,reject_reason,rejected_at,hired_at,referring_site
6/15/2023,June,24,Thursday,58535532,Diana  Brown,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/15/2023,,Indeed
6/15/2023,June,24,Thursday,58540293,Diana  Taylor,Chairside Assistant,Inbox,Lacking relevant experience,6/15/2023,,ZipRecruiter
6/15/2023,June,24,Thursday,58540333,Ethan  Williams,Dental Assistant,Inbox,Lacking relevant experience,6/15/2023,,ZipRecruiter
6/15/2023,June,24,Thursday,58540725,Alice  Johnson,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/15/2023,,Indeed
6/15/2023,June,24,Thursday,58544655,Bob  Jones,Foreign Trained Dentist For Treatment Plan Supervisor,Inbox,Lacking relevant experience,6/15/2023,,Indeed
6/15/2023,June,24,Thursday,58563557,Frank  Wilson,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/15/2023,,Indeed
6/15/2023,June,24,Thursday,58575684,Bob  Smith,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/20/2023,,Indeed
6/15/2023,June,24,Thursday,58593534,Grace  Jones,General Dentist,Screening,,,,Indeed
6/15/2023,June,24,Thursday,58599234,Diana  Wilson,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/15/2023,,Indeed
6/15/2023,June,24,Thursday,58603045,Charlie  Moore,Dental Receptionist,Inbox,Lacking relevant experience,6/20/2023,,Unknown
6/15/2023,June,24,Thursday,58606658,Jane  Miller,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/15/2023,,Indeed
6/15/2023,June,24,Thursday,58609954,John  Williams,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/21/2023,,ZipRecruiter
6/15/2023,June,24,Thursday,58613745,Grace  Davis,Dental Receptionist,Inbox,Lacking relevant experience,6/19/2023,,Instagram
6/15/2023,June,24,Thursday,58618227,Bob  Jones,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/20/2023,,Indeed
6/15/2023,June,24,Thursday,58619767,Ethan  Miller,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/20/2023,,Indeed
6/15/2023,June,24,Thursday,58624245,Grace  Moore,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/16/2023,,Indeed
6/16/2023,June,24,Friday,58629820,Alice  Miller,Dental Receptionist,Inbox,Lacking relevant experience,6/16/2023,,ZipRecruiter
6/16/2023,June,24,Friday,58630797,Ethan  Williams,Dental Receptionist,Inbox,Lacking relevant experience,6/16/2023,,ZipRecruiter
6/16/2023,June,24,Friday,58632709,Frank  Taylor,Dental Office Manager,Offer,Took another job,6/26/2023,,Indeed
6/16/2023,June,24,Friday,58660500,Jane  Taylor,Dental Front Desk Administrator,Screening,Never Responded,6/29/2023,,ZipRecruiter
6/16/2023,June,24,Friday,58663236,Frank  Miller,Dental Receptionist,Screening,Failed Zoom interview,6/23/2023,,Indeed
6/16/2023,June,24,Friday,58664707,Emma  Davis,Dental Receptionist,Inbox,Lacking relevant experience,6/20/2023,,Indeed
6/16/2023,June,24,Friday,58666002,Charlie  Brown,Dental Receptionist,Interview,Failed Zoom interview,6/29/2023,,Indeed
6/16/2023,June,24,Friday,58666572,Bob  Williams,Dental Receptionist,Screening,Lacking relevant experience,6/26/2023,,Indeed
6/16/2023,June,24,Friday,58667688,Jane  Miller,Dental Receptionist,Interview,Lacking relevant experience,6/20/2023,,Indeed
6/16/2023,June,24,Friday,58672394,Ethan  Williams,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/16/2023,,Indeed
6/16/2023,June,24,Friday,58673563,Frank  Brown,Dental Receptionist,Screening,Never Responded,6/29/2023,,Indeed
6/16/2023,June,24,Friday,58673987,Bob  Davis,Dental Receptionist,Offer,Lacking relevant experience,6/29/2023,,Indeed
6/16/2023,June,24,Friday,58676810,Frank  Johnson,Dental Receptionist,Inbox,Lacking relevant experience,6/16/2023,,Indeed
6/16/2023,June,24,Friday,58679873,Jane  Jones,Dental Assistant,Inbox,Lacking relevant experience,6/20/2023,,Indeed
6/16/2023,June,24,Friday,58682587,John  Moore,Business Coach,Inbox,Lacking relevant experience,6/16/2023,,Indeed
6/16/2023,June,24,Friday,58682609,Alice  Williams,Dental Receptionist,Offer,Lacking relevant experience,6/30/2023,,Indeed
6/16/2023,June,24,Friday,58687179,Charlie  Williams,Dental Assistant,Offer,Lacking relevant experience,7/5/2023,,Indeed
6/16/2023,June,24,Friday,58687896,Charlie  Williams,Dental Receptionist,Interview,Failed Zoom interview,6/29/2023,,ZipRecruiter
6/16/2023,June,24,Friday,58688576,Grace  Taylor,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/21/2023,,ZipRecruiter
6/16/2023,June,24,Friday,58690468,John  Williams,Dental Receptionist,Inbox,Lacking relevant experience,6/16/2023,,Indeed
6/16/2023,June,24,Friday,58691302,Emma  Moore,Dental Receptionist,Offer,Lacking relevant experience,6/21/2023,,Indeed
6/16/2023,June,24,Friday,58694771,Frank  Smith,Dental Receptionist,Screening,Never Responded,7/1/2023,,Indeed
6/16/2023,June,24,Friday,58695956,Ethan  Moore,Dental Receptionist,Inbox,Lacking relevant experience,6/20/2023,,Indeed
6/16/2023,June,24,Friday,58696542,Grace  Moore,Dental Receptionist,Inbox,Lacking relevant experience,6/19/2023,,Indeed
6/16/2023,June,24,Friday,58697297,Emma  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,6/19/2023,,Indeed
6/16/2023,June,24,Friday,58697650,Charlie  Brown,Dental Receptionist,Screening,Never Responded,7/13/2023,,Indeed
6/16/2023,June,24,Friday,58700277,Charlie  Moore,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/16/2023,June,24,Friday,58700857,Charlie  Williams,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/16/2023,June,24,Friday,58701931,Frank  Brown,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/16/2023,June,24,Friday,58703274,Jane  Moore,Dental Receptionist,Inbox,Lacking relevant experience,6/19/2023,,Indeed
6/16/2023,June,24,Friday,58704228,Grace  Davis,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/19/2023,,Indeed
6/17/2023,June,24,Saturday,58705604,Bob  Moore,Business Operations Analyst,Screening,Lacking relevant experience,7/6/2023,,ZipRecruiter
6/17/2023,June,24,Saturday,58706078,Emma  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,6/20/2023,,ZipRecruiter
6/17/2023,June,24,Saturday,58706136,Frank  Moore,Dental Assistant,Hired,,,8/21/2023,Indeed
6/17/2023,June,24,Saturday,58707239,Bob  Jones,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/19/2023,,Indeed
6/17/2023,June,24,Saturday,58710873,Frank  Williams,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/17/2023,June,24,Saturday,58711733,Emma  Miller,Dental Front Desk Administrator,Inbox,Lacking relevant experience,6/19/2023,,ZipRecruiter
6/17/2023,June,24,Saturday,58717113,Grace  Miller,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/17/2023,June,24,Saturday,58733055,Alice  Smith,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/17/2023,June,24,Saturday,58734087,Frank  Moore,Dental Revenue Cycle Manager,Offer,,,,Indeed
6/17/2023,June,24,Saturday,58736870,Emma  Taylor,Dental Receptionist,Offer,Failed Zoom interview,6/29/2023,,Indeed
6/17/2023,June,24,Saturday,58737440,John  Davis,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/19/2023,,ZipRecruiter
6/17/2023,June,24,Saturday,58741924,Frank  Smith,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/17/2023,June,24,Saturday,58742587,Charlie  Jones,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/17/2023,June,24,Saturday,58745809,Ethan  Jones,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/17/2023,June,24,Saturday,58745819,Grace  Jones,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/17/2023,June,24,Saturday,58746147,John  Williams,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/18/2023,June,24,Sunday,58749041,Emma  Brown,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/18/2023,June,24,Sunday,58749799,Bob  Johnson,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/18/2023,June,24,Sunday,58751277,Jane  Smith,Dental Assistant,Inbox,Lacking relevant experience,6/20/2023,,ZipRecruiter
6/18/2023,June,24,Sunday,58751888,Alice  Jones,Dental Assistant,Screening,Never Responded,7/1/2023,,Indeed
6/18/2023,June,24,Sunday,58751898,Diana  Jones,Dental Office Manager,Inbox,Lacking relevant experience,6/19/2023,,Indeed
6/18/2023,June,24,Sunday,58770841,Diana  Davis,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/18/2023,June,24,Sunday,58776579,Frank  Smith,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/18/2023,June,24,Sunday,58781615,Charlie  Wilson,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/18/2023,June,24,Sunday,58791129,Charlie  Moore,General Dentist,Screening,,,,ZipRecruiter
6/18/2023,June,24,Sunday,58794466,Bob  Smith,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/18/2023,June,24,Sunday,58794843,Alice  Williams,Dental Receptionist,Screening,Never Responded,6/29/2023,,Indeed
6/19/2023,June,25,Monday,58797558,Grace  Miller,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/19/2023,,ZipRecruiter
6/19/2023,June,25,Monday,58797865,Jane  Smith,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/19/2023,June,25,Monday,58798751,Grace  Miller,Dental Office Manager,Inbox,Lacking relevant experience,6/19/2023,,Indeed
6/19/2023,June,25,Monday,58799805,Frank  Brown,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/19/2023,June,25,Monday,58801130,Bob  Smith,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/19/2023,,Indeed
6/19/2023,June,25,Monday,58835568,Alice  Brown,Foreign Trained Dentist For Treatment Plan Supervisor,Screening,Lacking relevant experience,6/20/2023,,Indeed
6/19/2023,June,25,Monday,58849998,John  Taylor,Business Optimization Manager,Screening,Lacking relevant experience,7/5/2023,,Indeed
6/19/2023,June,25,Monday,58860139,John  Miller,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/21/2023,,Indeed
6/19/2023,June,25,Monday,58862800,Frank  Moore,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/19/2023,June,25,Monday,58882348,Ethan  Wilson,Dental Receptionist,Interview,No Show,6/27/2023,,Indeed
6/19/2023,June,25,Monday,58883845,Diana  Brown,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/19/2023,June,25,Monday,58895591,Jane  Williams,Business Optimization Manager,Inbox,Lacking relevant experience,6/22/2023,,Indeed
6/19/2023,June,25,Monday,58900889,Grace  Smith,Dental Revenue Cycle Manager,Interview,Pipeline,7/5/2023,,Indeed
6/19/2023,June,25,Monday,58908492,Charlie  Miller,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/20/2023,,Indeed
6/19/2023,June,25,Monday,58914490,Emma  Brown,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/19/2023,June,25,Monday,58916921,Jane  Johnson,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/20/2023,June,25,Tuesday,58921127,Ethan  Miller,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/20/2023,June,25,Tuesday,58921634,Charlie  Smith,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/21/2023,,Indeed
6/20/2023,June,25,Tuesday,58922211,Emma  Taylor,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/20/2023,,Indeed
6/20/2023,June,25,Tuesday,58922230,John  Miller,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/26/2023,,Indeed
6/20/2023,June,25,Tuesday,58922489,Emma  Williams,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/21/2023,,Indeed
6/20/2023,June,25,Tuesday,58925036,Emma  Miller,Dental Assistant,Screening,Never Responded,7/1/2023,,Indeed
6/20/2023,June,25,Tuesday,58937284,Diana  Miller,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/20/2023,,Indeed
6/20/2023,June,25,Tuesday,58939134,Charlie  Davis,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/20/2023,June,25,Tuesday,58941768,Alice  Wilson,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/20/2023,June,25,Tuesday,58956073,Frank  Smith,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/20/2023,June,25,Tuesday,58969562,Alice  Johnson,Dental Revenue Cycle Manager,Offer,,,,Indeed
6/20/2023,June,25,Tuesday,58977733,Diana  Williams,Dental Assistant,Inbox,Lacking relevant experience,6/26/2023,,Indeed
6/20/2023,June,25,Tuesday,58979280,Diana  Davis,Dental Receptionist,Screening,Lacking relevant experience,6/29/2023,,Indeed
6/20/2023,June,25,Tuesday,58991967,Diana  Davis,Dental Receptionist,Interview,Failed Working Interview,7/24/2023,,New Job
6/20/2023,June,25,Tuesday,58992157,Grace  Davis,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/20/2023,June,25,Tuesday,58992200,Jane  Brown,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/20/2023,,Indeed
6/20/2023,June,25,Tuesday,58994295,Charlie  Johnson,Dental Revenue Cycle Manager,Screening,Position Filled,6/29/2023,,Indeed
6/20/2023,June,25,Tuesday,58995447,Grace  Miller,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/20/2023,June,25,Tuesday,58999465,Frank  Wilson,Business Optimization Manager,Inbox,Lacking relevant experience,6/23/2023,,Indeed
6/20/2023,June,25,Tuesday,59000555,Emma  Jones,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/21/2023,,Indeed
6/20/2023,June,25,Tuesday,59005483,Charlie  Johnson,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/21/2023,,Indeed
6/20/2023,June,25,Tuesday,59008873,John  Williams,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/20/2023,June,25,Tuesday,59014529,Alice  Jones,Dental Office Manager,Inbox,Lacking relevant experience,6/21/2023,,ZipRecruiter
6/20/2023,June,25,Tuesday,59015464,Emma  Brown,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/20/2023,June,25,Tuesday,59015953,John  Jones,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/20/2023,June,25,Tuesday,59016311,Emma  Wilson,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/21/2023,,Indeed
6/20/2023,June,25,Tuesday,59018418,Bob  Johnson,Dental Receptionist,Inbox,Lacking relevant experience,6/21/2023,,Unknown
6/21/2023,June,25,Wednesday,59019995,Alice  Miller,Dental Receptionist,Screening,Never Responded,7/13/2023,,ZipRecruiter
6/21/2023,June,25,Wednesday,59020356,Frank  Moore,Dental Receptionist,Screening,Never Responded,7/1/2023,,Indeed
6/21/2023,June,25,Wednesday,59022019,Alice  Smith,Dental Receptionist,Inbox,Lacking relevant experience,6/21/2023,,ZipRecruiter
6/21/2023,June,25,Wednesday,59094329,Grace  Miller,Dental Front Desk Administrator,Inbox,Lacking relevant experience,6/26/2023,,ZipRecruiter
6/21/2023,June,25,Wednesday,59108303,Ethan  Jones,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/22/2023,,Indeed
6/21/2023,June,25,Wednesday,59109686,Alice  Williams,Business Operations Analyst,Screening,More qualified candidate selected,7/6/2023,,ZipRecruiter
6/21/2023,June,25,Wednesday,59115005,Jane  Moore,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/21/2023,June,25,Wednesday,59126422,Charlie  Miller,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/21/2023,June,25,Wednesday,59126468,Jane  Jones,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/21/2023,June,25,Wednesday,59138589,Grace  Davis,Dental Office Manager,Offer,,,,Indeed
6/21/2023,June,25,Wednesday,59143120,Emma  Davis,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/21/2023,June,25,Wednesday,59143598,Ethan  Wilson,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/26/2023,,Indeed
6/21/2023,June,25,Wednesday,59144246,Jane  Taylor,Business Operations Analyst,Screening,Lacking relevant experience,7/6/2023,,ZipRecruiter
6/21/2023,June,25,Wednesday,59146786,Bob  Davis,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Google
6/21/2023,June,25,Wednesday,59146824,Emma  Smith,Business Optimization Manager,Inbox,Lacking relevant experience,6/23/2023,,Unknown
6/21/2023,June,25,Wednesday,59147142,Jane  Wilson,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/26/2023,,Indeed
6/22/2023,June,25,Thursday,59150115,John  Miller,Business Optimization Manager,Hired,,,6/27/2023,Unknown
6/22/2023,June,25,Thursday,59150182,Emma  Wilson,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/26/2023,,Indeed
6/22/2023,June,25,Thursday,59181387,Ethan  Taylor,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/22/2023,,Indeed
6/22/2023,June,25,Thursday,59190341,Ethan  Brown,Foreign Trained Dentist For Treatment Plan Supervisor,Screening,Not Eligible To Work In The US,6/29/2023,,Indeed
6/22/2023,June,25,Thursday,59193449,Emma  Brown,Dental Office Manager,Interview,Never Responded,7/17/2023,,Indeed
6/22/2023,June,25,Thursday,59204176,Emma  Johnson,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/22/2023,,Indeed
6/23/2023,June,25,Friday,59237370,Ethan  Miller,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/23/2023,June,25,Friday,59240334,Bob  Wilson,Dental Office Manager,Interview,Took another job,6/26/2023,,Indeed
6/23/2023,June,25,Friday,59240500,Charlie  Williams,Dental Revenue Cycle Manager,Interview,,,,Indeed
6/23/2023,June,25,Friday,59286096,Frank  Miller,Business Operations Analyst,Hired,,,8/21/2023,ZipRecruiter
6/23/2023,June,25,Friday,59289497,Emma  Wilson,Dental Receptionist,Screening,Never Responded,7/1/2023,,ZipRecruiter
6/23/2023,June,25,Friday,59306267,Emma  Miller,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/26/2023,,Indeed
6/24/2023,June,25,Saturday,59337638,Jane  Moore,Dental Office Manager,Inbox,Lacking relevant experience,6/26/2023,,Indeed
6/24/2023,June,25,Saturday,59340267,Ethan  Jones,Dental Office Manager,Inbox,Lacking relevant experience,6/26/2023,,Indeed
6/25/2023,June,25,Sunday,59352067,Frank  Williams,Dental Office Manager,Inbox,Lacking relevant experience,6/26/2023,,Indeed
6/25/2023,June,25,Sunday,59352098,Bob  Davis,General Dentist,Screening,,,,Indeed
6/25/2023,June,25,Sunday,59371878,Alice  Johnson,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,7/5/2023,,Indeed
6/25/2023,June,25,Sunday,59373088,Diana  Miller,Dental Office Manager,Inbox,Lacking relevant experience,6/26/2023,,Indeed
6/25/2023,June,25,Sunday,59375969,Emma  Johnson,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/25/2023,June,25,Sunday,59392519,Jane  Moore,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/26/2023,,Indeed
6/26/2023,June,26,Monday,59396330,Jane  Taylor,Dental Office Manager,Inbox,Lacking relevant experience,6/26/2023,,Indeed
6/26/2023,June,26,Monday,59398512,Frank  Davis,Foreign Trained Dentist For Treatment Plan Supervisor,Screening,,,,Indeed
6/26/2023,June,26,Monday,59401180,Jane  Taylor,Business Operations Analyst,Screening,More qualified candidate selected,7/6/2023,,Indeed
6/26/2023,June,26,Monday,59413472,Bob  Jones,Dental Office Manager,Inbox,,,,Indeed
6/26/2023,June,26,Monday,59457042,Charlie  Miller,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/26/2023,June,26,Monday,59458905,Alice  Taylor,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/26/2023,,ZipRecruiter
6/26/2023,June,26,Monday,59467642,Jane  Moore,Dental Revenue Cycle Manager,Screening,Lacking relevant experience,6/27/2023,,ZipRecruiter
6/26/2023,June,26,Monday,59471576,Grace  Davis,Dental Office Manager,Inbox,Lacking relevant experience,6/27/2023,,Indeed
6/26/2023,June,26,Monday,59487417,Ethan  Wilson,Business Operations Analyst,Screening,Lacking relevant experience,6/28/2023,,Indeed
6/26/2023,June,26,Monday,59489344,Grace  Jones,Business Optimization Manager,Inbox,No Show,6/27/2023,,Indeed
6/26/2023,June,26,Monday,59489732,Jane  Moore,Dental Revenue Cycle Manager,Screening,No Show,6/27/2023,,Indeed
6/27/2023,June,26,Tuesday,59529192,Jane  Miller,Business Optimization Manager,Screening,Lacking relevant experience,8/4/2023,,Indeed
6/27/2023,June,26,Tuesday,59569339,Emma  Williams,Dental Revenue Cycle Manager,Inbox,Lacking relevant experience,6/29/2023,,ZipRecruiter
6/27/2023,June,26,Tuesday,59574426,Frank  Taylor,Dental Office Manager,Screening,Lacking relevant experience,7/31/2023,,Indeed
6/27/2023,June,26,Tuesday,59575882,Alice  Wilson,Foreign Trained Dentist For Treatment Plan Supervisor,Inbox,Role not a fit,6/27/2023,,Indeed
6/27/2023,June,26,Tuesday,59585302,Frank  Davis,Dental Front Desk Administrator,Inbox,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/28/2023,June,26,Wednesday,59603051,Jane  Johnson,Dental Office Manager,Inbox,Lacking relevant experience,7/17/2023,,Indeed
6/28/2023,June,26,Wednesday,59648876,Alice  Smith,Dental Receptionist,Inbox,Lacking relevant experience,6/28/2023,,Indeed
6/28/2023,June,26,Wednesday,59650845,Jane  Jones,Dental Front Desk Administrator,Inbox,Lacking relevant experience,6/28/2023,,ZipRecruiter
6/28/2023,June,26,Wednesday,59664284,Jane  Davis,Dental Receptionist,Inbox,Lacking relevant experience,6/28/2023,,Unknown
6/28/2023,June,26,Wednesday,59676668,Diana  Johnson,Dental Office Manager,Screening,Lacking relevant experience,6/29/2023,,ZipRecruiter
6/29/2023,June,26,Thursday,59738134,Grace  Johnson,Business Optimization Manager,Screening,Lacking relevant experience,8/4/2023,,Indeed
6/30/2023,June,26,Friday,59784738,Bob  Johnson,Dental Receptionist,Inbox,Lacking relevant experience,6/30/2023,,Unknown
6/30/2023,June,26,Friday,59840986,Charlie  Moore,Dental Receptionist,Inbox,Lacking relevant experience,7/1/2023,,ZipRecruiter
7/1/2023,July,26,Saturday,59881150,Charlie  Johnson,Chairside Assistant,Screening,Lacking relevant experience,7/1/2023,,New Job
7/1/2023,July,26,Saturday,59883938,Emma  Miller,Dental Receptionist,Screening,Lacking relevant experience,7/3/2023,,New Job
7/1/2023,July,26,Saturday,59892317,Frank  Davis,Dental Receptionist,Screening,Lacking relevant experience,7/3/2023,,New Job
7/1/2023,July,26,Saturday,59894328,Jane  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,7/3/2023,,Indeed
7/1/2023,July,26,Saturday,59895129,Alice  Davis,Dental Receptionist,Inbox,Lacking relevant experience,7/3/2023,,Indeed
7/1/2023,July,26,Saturday,59895771,Ethan  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,7/3/2023,,Indeed
7/1/2023,July,26,Saturday,59896741,Charlie  Jones,Dental Receptionist,Inbox,Lacking relevant experience,7/3/2023,,Unknown
7/1/2023,July,26,Saturday,59897750,Alice  Miller,Dental Receptionist,Screening,Scheduling Issue,7/21/2023,,Indeed
7/1/2023,July,26,Saturday,59901441,Bob  Williams,Dental Receptionist,Screening,Never Responded,7/21/2023,,ZipRecruiter
7/1/2023,July,26,Saturday,59902675,Alice  Williams,Dental Receptionist,Interview,Lacking relevant experience,7/21/2023,,Indeed
7/1/2023,July,26,Saturday,59904176,Emma  Miller,Dental Assistant,Screening,Never Responded,7/21/2023,,Indeed
7/1/2023,July,26,Saturday,59904502,John  Smith,Dental Receptionist,Inbox,Lacking relevant experience,7/3/2023,,Indeed
7/1/2023,July,26,Saturday,59904851,Jane  Davis,Dental Receptionist,Inbox,Lacking relevant experience,7/3/2023,,Indeed
7/1/2023,July,26,Saturday,59904962,Charlie  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,7/3/2023,,Indeed
7/1/2023,July,26,Saturday,59905160,John  Taylor,Dental Receptionist,Offer,More qualified candidate selected,7/21/2023,,Indeed
7/1/2023,July,26,Saturday,59905360,Jane  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,7/3/2023,,ZipRecruiter
7/1/2023,July,26,Saturday,59905876,John  Davis,Dental Receptionist,Inbox,Lacking relevant experience,7/3/2023,,Indeed
7/2/2023,July,26,Sunday,59906456,Bob  Miller,Dental Receptionist,Inbox,Lacking relevant experience,7/3/2023,,Indeed
7/2/2023,July,26,Sunday,59906845,Ethan  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,7/3/2023,,Indeed
7/2/2023,July,26,Sunday,59907448,Grace  Miller,Dental Assistant,Inbox,Lacking relevant experience,7/3/2023,,Indeed
7/2/2023,July,26,Sunday,59908189,Alice  Jones,Dental Receptionist,Screening,Never Responded,7/21/2023,,Indeed
7/2/2023,July,26,Sunday,59908774,Charlie  Brown,Dental Receptionist,Screening,Lacking relevant experience,7/3/2023,,Indeed
7/2/2023,July,26,Sunday,59909347,John  Moore,Dental Receptionist,Screening,Never Responded,7/26/2023,,Indeed
7/2/2023,July,26,Sunday,59909542,Jane  Davis,Dental Assistant,Screening,Never Responded,7/18/2023,,Indeed
7/2/2023,July,26,Sunday,59909675,Emma  Miller,Dental Assistant,Interview,Failed Zoom interview,7/21/2023,,Indeed
7/2/2023,July,26,Sunday,59910378,Frank  Miller,Dental Assistant,Inbox,Lacking relevant experience,7/3/2023,,Indeed
7/2/2023,July,26,Sunday,59924830,Grace  Wilson,Dental Receptionist,Inbox,Failed Zoom interview,7/3/2023,,Indeed
7/2/2023,July,26,Sunday,59927023,Grace  Brown,Dental Receptionist,Inbox,Lacking relevant experience,7/3/2023,,Indeed
7/2/2023,July,26,Sunday,59929641,Frank  Moore,Dental Receptionist,Screening,Never Responded,7/21/2023,,Indeed
7/2/2023,July,26,Sunday,59937703,Bob  Johnson,Dental Receptionist,Screening,Never Responded,7/21/2023,,Indeed
7/2/2023,July,26,Sunday,59939793,Ethan  Jones,Dental Receptionist,Inbox,Lacking relevant experience,7/3/2023,,Indeed
7/2/2023,July,26,Sunday,59940803,Grace  Smith,Dental Office Manager,Inbox,Lacking relevant experience,7/17/2023,,Indeed
7/2/2023,July,26,Sunday,59944382,Emma  Johnson,Dental Assistant,Screening,Not interested anymore,8/4/2023,,Indeed
